timestamp_ms,temperature_c,humidity_percent,light_raw,ground_truth,predicted_anomaly,anomaly_score,inference_time_us
42665,24.74,49.37,760.15,0,0,0.0,121
42765,24.72,49.03,779.61,0,0,0.0,108
42865,24.33,50.08,782.01,0,0,0.0,130
42965,24.38,49.66,778.35,0,0,0.0,109
43065,24.47,50.08,804.01,0,0,0.0,121
43165,24.5,49.42,805.69,0,0,0.0,119
43265,24.26,49.72,818.66,0,0,0.0,121
43365,24.37,49.58,797.14,0,0,0.0,109
43465,24.44,49.93,824.62,0,0,0.0,130
43565,24.3,50.25,820.16,0,0,0.0,108
43665,24.49,49.64,836.06,0,0,0.0,121
43765,24.12,49.61,841.39,0,0,0.0,119
43865,24.41,49.61,836.81,0,0,0.0,121
43965,24.15,49.57,819.75,0,0,0.0,109
44065,24.15,49.72,843.41,0,0,0.0,130
44165,24.2,50.01,850.69,0,0,0.0,108
44265,24.33,49.89,828.56,0,0,0.0,121
44365,24.03,49.82,854.6,0,0,0.0,183
44465,24.26,50.12,834.06,0,0,0.0,138
44565,24.2,50.1,839.38,0,0,0.0,127
44665,24.06,50.27,859.88,0,0,0.0,201
44765,24.18,49.75,855.32,0,0,0.0,152
44865,24.06,50.34,843.2,0,0,0.0,146
44965,23.96,50.21,847.32,0,0,0.0,124
45065,24.12,50.24,839.27,0,0,0.0,121
45165,23.97,49.63,857.49,0,0,0.0,173
45265,24.01,50.04,862.95,0,0,0.0,174
45365,24.04,50.4,838.21,0,0,0.0,133
45465,23.97,50.38,847.57,0,0,0.0,127
45565,24.03,50.46,843.71,0,0,0.0,119
45665,23.95,50.44,855.12,0,0,0.0,121
45765,23.93,49.98,845.31,0,0,0.0,109
45865,23.74,50.5,839.42,0,0,0.0,130
45965,23.71,50.65,833.15,0,0,0.0,108
46065,23.86,50.12,831.27,0,0,0.0,121
46165,23.53,50.07,824.8,0,0,0.0,119
46265,23.57,50.47,832.13,0,0,0.0,121
46365,23.79,50.29,828.53,0,0,0.0,108
46465,23.84,49.68,820.44,0,0,0.0,130
46565,23.55,50.06,816.48,0,0,0.0,108
46665,23.51,50.12,802.1,0,0,0.0,121
46765,23.76,50.47,800.69,0,0,0.0,119
46865,23.47,50.01,814.23,0,0,0.0,121
46965,23.63,50.05,782.11,0,0,0.0,108
47065,23.44,50.22,798.71,0,0,0.0,130
