timestamp_ms,temperature_c,humidity_percent,light_raw,anomaly
82998,22.79,50.71,777.79,0
83098,22.72,51.04,808.96,0
83198,23.0,51.16,804.55,0
83298,22.94,50.67,808.97,0
83398,22.76,50.82,810.27,0
83498,22.76,50.82,802.41,0
83598,22.86,51.11,817.67,0
83698,23.0,50.89,820.29,0
83798,23.01,50.36,824.58,0
83898,22.68,50.67,828.6,0
83998,22.71,51.04,838.34,0
84098,22.77,51.02,848.48,0
84198,22.88,51.14,826.26,0
84298,23.04,50.78,854.14,0
84398,22.83,50.54,841.02,0
84498,22.84,50.5,855.16,0
84598,22.9,50.94,858.22,0
84698,23.04,50.63,837.29,0
84798,22.8,51.21,859.94,0
84898,22.91,50.7,835.04,0
84998,22.94,51.1,842.12,0
85098,22.99,50.36,853.96,0
85198,23.04,50.68,848.53,0
85298,23.08,50.82,839.85,0
85398,22.95,51.0,853.98,0
85498,22.89,50.51,847.0,0
85598,22.94,51.19,846.16,0
85698,22.9,50.56,837.72,0
85798,23.01,50.76,841.37,0
85898,23.2,50.71,852.53,0
85998,23.11,50.32,842.52,0
86098,23.32,50.75,821.32,0
86198,23.08,50.3,835.35,0
86298,23.05,50.79,827.0,0
86398,23.22,50.72,826.58,0
86498,23.21,50.43,809.11,0
86598,23.27,50.57,826.86,0
86698,23.3,50.44,797.49,0
86798,23.19,50.98,790.67,0
86898,23.14,50.81,794.44,0
86998,23.12,50.4,792.3,0
87098,23.38,50.88,790.02,0
87198,23.37,50.55,781.68,0
87298,23.42,49.96,781.19,0
87398,23.51,50.15,770.92,0
87498,23.21,50.18,762.33,0
87598,23.55,50.29,754.25,0
87698,23.41,50.13,737.9,0
87798,23.41,50.9,747.24,0
87898,23.47,50.67,723.6,0
87998,23.33,50.15,739.29,0
88098,23.49,50.1,712.79,0
88198,23.55,50.15,724.35,0
88298,23.67,50.34,705.19,0
88398,23.47,50.81,684.46,0
88498,23.76,49.77,698.66,0
88598,23.6,50.03,664.0,0
88698,23.59,50.11,661.94,0
88798,23.88,49.92,665.36,0
88898,23.58,50.68,652.79,0
88998,23.57,50.56,631.98,0
89098,23.61,50.62,634.13,0
89198,23.8,50.62,630.26,0
89298,23.65,50.15,610.49,0
89398,23.78,50.61,605.17,0
89498,23.85,49.82,604.5,0
89598,23.99,49.95,576.52,0
89698,23.97,50.04,564.33,0
89798,23.88,50.04,558.65,0
89898,23.85,49.84,555.33,0
89998,24.06,49.46,539.14,0
90098,23.84,49.8,532.91,0
90198,23.96,49.55,521.15,0
90298,24.19,49.48,522.4,0
90398,24.03,50.03,511.64,0
90498,23.94,50.16,509.95,0
90598,24.28,49.92,506.33,0
90698,24.05,50.41,491.06,0
90798,24.17,49.75,481.54,0
90898,24.34,50.21,479.44,0
90998,24.17,50.25,470.6,0
91098,24.16,50.25,1023.0,1
91198,24.22,50.18,1023.0,1
91298,24.37,49.4,1023.0,1
91398,24.34,50.2,1023.0,1
91498,24.51,49.43,1023.0,1
91598,24.37,49.83,403.96,0
91698,24.35,50.15,386.15,0
91798,24.49,49.18,393.54,0
91898,24.63,49.56,393.8,0
91998,24.29,50.01,375.74,0
92098,24.67,49.93,356.14,0
92198,24.39,49.32,367.78,0
92298,24.39,49.52,354.0,0
92398,24.48,49.23,351.5,0
92498,24.79,49.73,347.3,0
92598,24.74,49.23,344.95,0
92698,24.71,49.81,325.97,0
92798,24.65,49.46,308.99,0
92898,24.65,49.8,315.5,0
92998,24.89,49.31,313.44,0
93098,24.69,49.06,289.62,0
93198,24.85,49.5,294.26,0
93298,24.58,49.87,305.51,0
93398,24.94,49.38,273.12,0
93498,24.92,49.63,285.21,0
93598,24.8,49.56,281.25,0
93698,24.92,49.52,282.87,0
93798,24.95,49.53,274.46,0
93898,24.77,49.64,282.16,0
93998,24.75,49.76,262.07,0
94098,24.96,49.33,274.69,0
94198,24.76,49.74,252.53,0
94298,25.08,49.73,265.54,0
94398,25.07,49.74,243.66,0
94498,24.82,49.24,244.16,0
94598,24.79,49.23,254.96,0
94698,25.02,49.32,261.95,0
94798,24.89,49.4,249.42,0
94898,25.13,49.55,237.03,0
94998,24.9,49.82,243.53,0
95098,25.21,48.86,243.2,0
95198,24.87,49.86,254.62,0
95298,25.04,49.48,259.63,0
95398,25.1,49.05,248.33,0
95498,24.99,49.05,258.39,0
95598,25.27,48.99,247.36,0
95698,24.92,49.37,244.62,0
95798,25.06,49.21,266.57,0
95898,25.21,48.86,260.49,0
95998,25.23,49.62,255.31,0
96098,25.25,49.28,275.32,0
96198,25.06,49.01,271.41,0
96298,25.3,49.42,261.65,0
96398,25.19,49.36,277.86,0
96498,25.18,48.83,270.89,0
96598,25.13,49.36,295.89,0
96698,25.37,49.17,284.63,0
96798,25.25,49.37,307.62,0
96898,25.21,49.22,304.18,0
96998,25.26,49.52,308.4,0
97098,25.24,49.32,308.81,0
97198,25.04,49.25,308.65,0
97298,25.3,49.37,319.57,0
97398,25.24,49.3,336.02,0
97498,25.26,49.19,342.12,0
97598,25.04,49.32,336.37,0
97698,25.38,49.01,347.72,0
97798,25.24,49.59,358.44,0
97898,25.07,49.37,354.74,0
97998,25.29,49.29,370.46,0
98098,25.07,48.99,385.38,0
98198,25.32,49.01,394.06,0
98298,25.22,48.69,391.88,0
98398,25.18,49.31,412.69,0
98498,25.32,48.95,425.28,0
98598,25.31,49.15,427.74,0
98698,25.2,49.41,421.0,0
98798,25.06,49.23,451.25,0
98898,25.32,48.66,433.55,0
98998,24.98,48.96,463.23,0
99098,25.04,49.47,452.13,0
99198,25.05,49.55,490.01,0
99298,25.25,49.13,470.69,0
99398,25.2,49.66,479.78,0
99498,25.19,49.56,508.33,0
99598,25.2,49.64,518.17,0
99698,25.1,49.55,529.94,0
99798,24.88,48.9,541.02,0
99898,25.07,48.93,552.74,0
99998,24.85,49.17,535.44,0
100098,24.86,49.88,553.01,0
100198,25.0,49.64,579.92,0
100298,24.85,48.99,563.97,0
100398,25.16,49.59,594.47,0
100498,25.11,49.39,609.47,0
100598,25.13,49.29,601.36,0
100698,24.88,49.79,627.23,0
100798,24.76,49.57,634.95,0
100898,24.99,49.29,638.94,0
100998,24.84,49.69,629.22,0
101098,32.75,49.65,656.63,1
101198,32.87,49.73,658.57,1
101298,32.92,49.4,682.58,1
101398,32.97,49.27,678.55,1
101498,32.63,49.59,676.38,1
101598,24.88,48.92,697.95,0
101698,24.87,49.59,714.91,0
101798,24.63,49.99,712.84,0
101898,24.92,49.48,729.0,0
101998,24.77,49.1,721.01,0
102098,24.71,49.35,730.69,0
102198,24.65,49.75,728.69,0
102298,24.68,49.88,747.66,0
102398,24.71,49.79,747.61,0
102498,24.76,49.64,751.18,0
102598,24.71,49.33,764.15,0
102698,24.75,49.63,780.46,0
102798,24.46,50.15,786.26,0
102898,24.51,49.59,773.25,0
102998,24.46,49.32,805.9,0
103098,24.49,49.72,793.63,0
103198,24.52,50.06,806.81,0
103298,24.53,49.32,819.66,0
103398,24.5,49.66,797.82,0
103498,24.34,49.69,830.01,0
103598,24.17,49.48,825.92,0
103698,24.46,49.56,819.32,0
103798,24.28,49.86,831.75,0
103898,24.25,49.91,831.58,0
103998,24.07,49.9,830.16,0
104098,24.24,49.81,841.65,0
104198,24.23,50.24,833.63,0
104298,24.26,50.01,857.7,0
104398,24.23,50.16,837.68,0
104498,23.99,49.61,848.26,0
104598,24.08,49.88,862.11,0
104698,23.88,50.18,835.64,0
104798,23.85,49.61,858.41,0
104898,24.17,50.29,849.47,0
104998,23.8,49.84,854.01,0
105098,24.06,49.9,843.39,0
105198,24.14,49.92,857.12,0
105298,23.94,50.11,839.29,0
105398,23.82,49.96,853.21,0
105498,23.88,49.85,841.57,0
105598,23.7,49.85,855.16,0
105698,23.94,49.82,839.59,0
105798,23.88,49.6,838.28,0
105898,23.67,49.88,823.24,0
105998,23.7,49.99,823.88,0
106098,23.85,49.94,839.06,0
106198,23.51,50.66,837.0,0
106298,23.72,50.25,837.53,0
106398,23.54,50.76,823.09,0
106498,23.52,50.64,824.56,0
106598,23.46,50.36,801.81,0
106698,23.72,50.58,802.73,0
106798,23.66,50.55,810.59,0
106898,23.36,50.65,809.48,0
106998,23.7,49.95,802.36,0
107098,23.47,49.9,773.69,0
107198,23.39,50.18,777.23,0
107298,23.49,50.22,763.53,0
107398,23.29,50.01,781.34,0
107498,23.4,50.23,771.31,0
107598,23.51,50.41,763.99,0
107698,23.16,50.94,737.31,0
107798,23.16,50.58,748.5,0
107898,23.28,50.57,743.65,0
107998,23.28,50.14,739.62,0
108098,23.45,50.18,721.92,0
108198,23.22,50.76,722.05,0
108298,23.33,50.38,695.59,0
108398,23.39,49.96,707.84,0
108498,23.06,50.43,700.04,0
108598,23.12,50.18,669.25,0
108698,22.98,50.64,679.19,0
108798,23.02,50.69,659.32,0
108898,22.94,50.79,653.63,0
108998,22.99,50.92,629.65,0
109098,23.1,50.88,640.12,0
109198,23.22,50.84,611.41,0
109298,23.02,50.19,613.0,0
109398,22.92,50.98,595.83,0
109498,22.89,50.4,585.42,0
109598,22.87,50.72,580.65,0
109698,22.92,51.12,569.18,0
109798,22.87,51.0,565.54,0
109898,23.12,50.99,571.61,0
109998,23.08,50.47,538.3,0
110098,22.85,51.09,553.98,0
110198,23.11,50.88,540.86,0
110298,23.11,50.52,509.29,0
110398,23.1,51.05,518.27,0
110498,22.72,51.17,503.12,0
110598,23.04,50.57,480.64,0
110698,22.88,50.99,478.89,0
110798,22.9,50.32,474.76,0
110898,22.68,51.01,474.37,0
110998,22.66,51.23,461.37,0
111098,22.69,20.48,447.5,1
111198,22.73,20.73,454.36,1
111298,22.73,20.78,445.09,1
111398,22.8,20.6,413.89,1
111498,22.94,20.5,425.94,1
111598,22.85,51.15,395.65,0
111698,22.63,51.1,398.5,0
111798,22.87,50.93,393.65,0
111898,22.73,51.33,387.59,0
111998,23.01,51.11,381.04,0
112098,22.89,51.21,362.96,0
112198,22.88,51.28,359.91,0
112298,22.75,51.2,345.5,0
112398,22.98,51.04,354.62,0
112498,22.81,50.42,340.18,0
112598,22.71,51.12,325.62,0
112698,22.84,51.22,326.98,0
112798,22.92,50.85,322.72,0
112898,22.67,51.31,322.92,0
112998,22.75,50.71,311.88,0
113098,23.0,50.8,292.41,0
113198,22.91,50.94,281.83,0
113298,23.0,50.91,279.53,0
113398,22.98,50.54,299.96,0
113498,22.85,51.16,296.81,0
113598,22.88,50.42,266.3,0
113698,22.92,50.93,288.22,0
113798,22.92,50.97,279.56,0
113898,22.98,50.72,253.63,0
113998,22.85,50.66,271.18,0
114098,22.83,51.3,276.02,0
114198,23.02,50.69,265.91,0
114298,23.0,50.67,260.2,0
114398,22.75,51.23,246.97,0
114498,23.04,50.38,264.43,0
114598,22.81,51.03,237.49,0
114698,22.89,50.8,259.82,0
114798,22.99,50.9,261.04,0
114898,22.84,50.6,248.96,0
114998,23.0,50.49,238.44,0
115098,23.17,50.33,235.24,0
115198,22.9,50.98,264.28,0
115298,23.18,50.38,257.21,0
115398,22.99,50.7,265.71,0
115498,23.0,50.27,240.18,0
115598,23.24,50.42,267.66,0
115698,23.1,50.58,264.37,0
115798,22.91,50.67,266.47,0
115898,23.19,50.86,258.07,0
115998,23.02,50.67,279.0,0
116098,23.23,50.13,275.1,0
116198,23.07,51.08,262.12,0
116298,23.14,50.58,277.05,0
116398,23.21,50.69,265.15,0
116498,23.02,51.0,275.54,0
116598,23.23,50.37,299.27,0
116698,23.07,51.06,299.81,0
116798,23.36,50.12,303.19,0
116898,23.33,50.14,287.82,0
116998,23.11,50.4,304.64,0
117098,23.39,50.71,300.42,0
117198,23.16,50.55,306.74,0
117298,23.25,50.29,321.33,0
117398,23.57,50.34,328.59,0
117498,23.59,50.09,346.98,0
117598,23.31,50.9,345.43,0
117698,23.47,50.73,359.78,0
117798,23.27,50.54,363.46,0
117898,23.54,50.0,378.8,0
117998,23.5,50.62,360.99,0
118098,23.55,50.31,387.26,0
118198,23.56,50.67,378.18,0
118298,23.4,50.82,406.52,0
118398,23.57,50.22,416.86,0
118498,23.71,50.37,411.16,0
118598,23.73,50.38,430.91,0
118698,23.76,50.41,423.78,0
118798,23.74,50.09,446.02,0
118898,23.54,50.11,459.06,0
118998,23.68,50.04,455.16,0
119098,23.69,50.3,469.93,0
119198,23.97,49.76,470.37,0
119298,23.75,50.33,489.01,0
119398,24.02,49.91,487.06,0
119498,23.84,50.28,509.22,0
119598,23.81,49.85,524.49,0
119698,23.95,49.67,531.12,0
119798,24.11,49.85,541.82,0
119898,24.02,49.94,526.09,0
119998,24.06,49.53,535.37,0
120098,24.19,49.99,559.61,0
120198,23.86,50.13,566.25,0
120298,23.95,49.87,586.42,0
120398,24.28,50.3,589.57,0
120498,24.15,49.57,583.23,0
120598,23.96,49.55,619.46,0
120698,24.1,49.43,602.83,0
120798,24.22,50.11,631.7,0
120898,24.29,49.61,629.63,0
120998,24.22,49.9,643.83,0
121098,24.41,49.92,1023.0,1
121198,24.41,49.43,1023.0,1
121298,24.27,50.25,1023.0,1
121398,24.31,49.42,1023.0,1
121498,24.29,49.77,1023.0,1
121598,24.24,50.05,708.5,0
121698,24.38,49.55,714.26,0
121798,24.59,50.04,706.41,0
121898,24.51,49.9,724.3,0
121998,24.3,49.48,731.65,0
122098,24.59,49.37,743.08,0
122198,24.37,49.79,747.46,0
122298,24.71,49.92,757.22,0
122398,24.38,49.3,747.22,0
122498,24.55,50.02,764.2,0
122598,24.65,49.33,762.97,0
122698,24.54,49.71,776.81,0
122798,24.63,49.53,788.0,0
122898,24.82,49.44,782.27,0
122998,24.66,49.71,802.3,0
123098,24.82,49.41,795.69,0
123198,24.62,50.01,789.08,0
123298,24.75,49.68,800.06,0
123398,24.81,49.72,818.27,0
123498,24.83,49.43,818.64,0
123598,24.76,49.68,829.6,0
123698,24.67,49.1,825.88,0
123798,24.95,49.58,824.68,0
123898,24.86,49.7,829.66,0
123998,25.05,49.32,826.08,0
124098,24.87,48.9,825.59,0
124198,24.79,49.41,837.37,0
124298,25.12,49.68,840.51,0
124398,25.11,48.77,846.34,0
124498,25.12,49.1,841.47,0
124598,25.13,49.07,861.71,0
124698,25.14,49.27,837.31,0
124798,25.2,49.32,836.72,0
124898,24.88,49.73,847.4,0
124998,24.95,49.17,843.46,0
125098,25.14,48.85,862.38,0
125198,25.1,49.52,856.37,0
125298,25.18,49.1,857.53,0
125398,25.19,48.81,850.35,0
125498,24.93,49.05,857.84,0
125598,25.22,49.02,854.98,0
125698,25.27,49.41,852.24,0
125798,25.13,49.64,839.25,0
125898,24.94,49.76,841.58,0
125998,25.04,49.67,821.35,0
126098,25.13,49.65,833.74,0
126198,25.1,48.74,833.29,0
126298,25.18,48.71,814.04,0
126398,25.14,49.21,810.13,0
126498,25.14,49.06,807.49,0
126598,25.33,49.53,808.25,0
126698,25.3,49.38,800.47,0
126798,25.11,48.77,795.28,0
126898,25.3,49.07,801.44,0
126998,25.33,49.35,785.27,0
127098,25.04,49.61,775.62,0
127198,25.23,49.36,790.64,0
127298,25.36,49.29,763.4,0
127398,25.04,49.52,753.83,0
127498,25.07,49.22,764.45,0
127598,25.22,49.34,745.68,0
127698,25.06,48.91,737.74,0
127798,25.28,49.42,750.0,0
127898,25.04,49.51,743.72,0
127998,25.29,48.67,718.9,0
128098,25.33,49.19,726.59,0
128198,25.32,48.83,724.13,0
128298,25.35,48.91,708.09,0
128398,25.34,48.81,679.69,0
128498,25.27,49.05,689.62,0
128598,25.23,49.02,677.09,0
128698,25.2,48.78,680.98,0
128798,25.23,48.74,651.21,0
128898,25.25,49.44,646.02,0
128998,25.24,49.18,655.04,0
129098,25.1,48.81,637.31,0
129198,25.28,49.52,614.21,0
129298,25.01,49.26,614.27,0
129398,25.01,49.23,615.88,0
129498,25.14,49.52,589.37,0
129598,24.94,49.05,601.24,0
129698,24.99,49.05,567.83,0
129798,25.23,49.29,568.64,0
129898,25.2,49.26,573.74,0
129998,24.91,49.18,549.5,0
130098,25.03,49.16,530.88,0
130198,25.2,49.16,530.29,0
130298,25.06,49.69,511.16,0
130398,24.98,49.14,513.47,0
130498,25.1,48.81,514.3,0
130598,25.02,49.49,488.87,0
130698,24.76,49.52,483.37,0
130798,25.11,49.45,461.73,0
130898,24.8,49.23,476.92,0
130998,24.92,49.25,443.79,0
131098,32.99,49.53,433.84,1
131198,32.97,49.76,445.5,1
131298,32.74,49.87,418.57,1
131398,32.68,49.88,424.0,1
131498,32.87,49.47,411.81,1
131598,24.73,49.28,404.21,0
131698,24.89,49.22,395.07,0
131798,24.81,49.48,401.88,0
131898,24.9,49.61,371.48,0
131998,24.68,49.43,378.69,0
132098,24.71,49.55,374.2,0
132198,24.73,49.79,344.93,0
132298,24.62,49.17,358.84,0
132398,24.53,49.47,351.28,0
132498,24.76,49.68,350.13,0
132598,24.72,49.2,328.67,0
132698,24.44,49.21,328.02,0
132798,24.73,49.31,328.92,0
132898,24.59,49.49,301.95,0
132998,24.61,49.27,321.98,0
133098,24.35,50.24,287.81,0
133198,24.48,50.0,284.28,0
133298,24.34,49.59,302.78,0
133398,24.51,49.97,302.16,0
133498,24.41,50.06,289.13,0
133598,24.46,49.99,271.07,0
133698,24.27,49.46,273.35,0
133798,24.18,49.76,271.55,0
133898,24.47,49.6,274.5,0
133998,24.15,49.54,271.42,0
134098,24.11,49.79,264.83,0
134198,24.33,49.53,252.01,0
134298,24.21,49.5,256.24,0
134398,24.03,49.65,247.98,0
134498,24.1,50.22,253.47,0
134598,24.03,49.6,265.04,0
134698,24.17,49.85,265.76,0
134798,24.11,50.11,252.22,0
134898,24.19,49.91,264.16,0
134998,23.85,50.54,243.31,0
135098,24.11,49.68,259.29,0
135198,24.14,49.87,236.21,0
135298,23.86,50.55,259.97,0
135398,24.09,49.94,261.42,0
135498,24.06,49.49,255.17,0
135598,23.7,50.64,247.2,0
135698,23.76,50.66,271.77,0
135798,23.81,50.51,247.98,0
135898,23.73,50.66,271.27,0
135998,23.59,49.89,275.51,0
136098,23.91,50.26,258.41,0
136198,23.84,50.46,285.9,0
136298,23.87,50.2,267.8,0
136398,23.69,49.88,284.53,0
136498,23.75,50.19,290.49,0
136598,23.42,50.21,288.0,0
136698,23.57,49.97,286.7,0
136798,23.75,50.27,284.86,0
136898,23.37,50.0,299.39,0
136998,23.57,50.53,315.46,0
137098,23.58,50.74,300.09,0
137198,23.52,50.43,331.13,0
137298,23.31,50.16,318.81,0
137398,23.43,50.68,331.09,0
137498,23.48,50.12,346.31,0
137598,23.29,50.55,345.07,0
137698,23.29,50.41,338.21,0
137798,23.24,50.93,356.33,0
137898,23.29,50.66,369.52,0
137998,23.1,51.09,363.95,0
138098,23.34,50.02,370.79,0
138198,23.1,50.14,397.12,0
138298,23.35,50.77,411.25,0
138398,23.07,50.7,414.9,0
138498,23.29,50.06,408.89,0
138598,23.25,50.52,418.49,0
138698,23.12,50.6,429.19,0
138798,23.0,50.72,450.31,0
138898,23.25,50.97,448.19,0
138998,23.15,50.34,453.56,0
139098,22.93,50.82,476.36,0
139198,23.2,50.42,471.71,0
139298,22.86,51.13,477.89,0
139398,22.92,50.71,490.03,0
139498,23.1,50.5,507.28,0
139598,23.12,50.92,523.83,0
139698,23.13,50.19,531.95,0
139798,23.02,51.17,533.38,0
139898,22.8,51.11,545.68,0
139998,22.8,50.78,558.24,0
140098,22.88,50.58,551.71,0
140198,22.9,50.66,576.9,0
140298,22.93,51.19,576.78,0
140398,22.88,51.11,599.08,0
140498,22.93,51.07,599.03,0
140598,22.76,50.84,613.18,0
140698,22.88,50.56,628.28,0
140798,22.78,51.27,635.38,0
140898,22.96,50.57,639.7,0
140998,22.72,50.87,650.74,0
141098,23.05,20.32,644.84,1
141198,22.79,20.91,662.55,1
141298,22.98,20.76,657.0,1
141398,22.76,21.05,662.88,1
141498,22.96,20.98,691.62,1
141598,22.92,50.39,696.14,0
141698,22.81,50.37,704.52,0
141798,22.75,50.71,715.38,0
141898,22.65,51.1,715.09,0
141998,22.67,50.89,718.72,0
142098,22.71,50.56,743.72,0
142198,22.93,50.67,755.45,0
142298,22.75,50.43,758.58,0
142398,22.85,50.36,748.1,0
142498,22.77,51.33,759.28,0
142598,23.0,50.7,758.47,0
142698,22.89,50.93,788.02,0
142798,22.65,51.25,774.25,0
142898,22.66,51.36,788.84,0
142998,22.75,51.0,801.95,0
143098,22.89,51.14,789.36,0
143198,22.73,50.6,799.29,0
143298,22.9,51.21,802.15,0
143398,22.63,51.06,802.72,0
143498,22.74,51.1,803.55,0
143598,22.69,51.15,825.54,0
143698,22.89,50.64,828.65,0
143798,22.99,50.85,825.97,0
143898,22.93,50.3,817.24,0
143998,22.8,51.23,831.24,0
144098,22.85,50.71,844.67,0
144198,22.9,50.7,839.39,0
144298,22.87,50.57,850.89,0
144398,22.99,50.49,831.54,0
144498,22.97,50.89,842.0,0
144598,22.75,50.87,847.36,0
144698,22.99,50.23,853.97,0
144798,22.99,50.36,845.0,0
144898,23.11,50.15,851.91,0
144998,23.03,50.56,852.92,0
145098,22.93,50.91,856.41,0
145198,23.03,51.07,851.11,0
145298,23.06,50.4,844.14,0
145398,22.91,50.36,849.75,0
145498,22.86,51.08,833.74,0
145598,23.0,50.98,839.84,0
145698,23.12,50.49,843.67,0
145798,23.16,50.31,845.33,0
145898,22.97,50.69,827.53,0
145998,22.94,50.46,845.33,0
146098,23.11,50.4,847.11,0
146198,23.14,50.97,822.52,0
146298,23.16,50.22,820.85,0
146398,23.35,50.45,833.47,0
146498,23.12,50.36,814.81,0
146598,23.03,50.81,799.39,0
146698,23.15,50.44,796.37,0
146798,23.32,50.95,793.22,0
146898,23.42,50.0,807.59,0
146998,23.2,50.51,805.34,0
147098,23.2,50.54,790.99,0
147198,23.19,50.19,780.54,0
147298,23.31,50.94,766.82,0
147398,23.56,50.3,761.91,0
147498,23.21,50.84,751.36,0
147598,23.51,50.29,744.2,0
147698,23.51,49.93,734.85,0
147798,23.48,50.71,739.81,0
147898,23.53,50.63,735.54,0
147998,23.6,50.41,727.22,0
148098,23.5,50.03,726.75,0
148198,23.59,50.37,713.7,0
148298,23.65,50.37,699.92,0
148398,23.52,50.52,701.42,0
148498,23.5,50.63,672.02,0
148598,23.67,50.34,689.45,0
148698,23.58,50.27,679.94,0
148798,23.73,49.71,655.75,0
148898,23.7,50.63,663.65,0
148998,23.75,50.03,653.25,0
149098,23.63,50.4,625.19,0
149198,23.85,50.35,619.4,0
149298,23.92,50.45,604.41,0
149398,23.93,50.49,606.11,0
149498,23.96,49.97,604.9,0
149598,23.89,49.61,601.09,0
149698,23.8,49.66,579.02,0
149798,24.14,50.0,567.59,0
149898,24.14,50.35,574.03,0
149998,23.81,49.75,548.62,0
150098,24.14,49.67,552.97,0
150198,23.97,50.4,530.18,0
150298,24.21,49.82,527.56,0
150398,24.06,50.3,497.69,0
150498,24.06,50.41,505.96,0
150598,24.12,50.03,501.78,0
150698,24.24,50.19,487.49,0
150798,24.21,49.78,490.45,0
150898,24.22,49.55,469.24,0
150998,24.24,49.99,457.65,0
151098,24.08,49.64,1023.0,1
151198,24.1,50.14,1023.0,1
151298,24.14,50.36,1023.0,1
151398,24.49,49.42,1023.0,1
151498,24.33,49.87,1023.0,1
151598,24.44,49.91,390.73,0
151698,24.61,49.36,391.04,0
151798,24.31,49.93,389.0,0
151898,24.43,49.82,381.86,0
151998,24.36,49.91,369.84,0
152098,24.7,49.15,367.22,0
152198,24.44,49.28,346.29,0
152298,24.43,49.85,357.94,0
152398,24.45,49.54,333.44,0
152498,24.54,49.93,334.85,0
152598,24.75,49.01,323.29,0
152698,24.75,49.3,319.75,0
152798,24.79,49.39,307.47,0
152898,24.69,49.08,312.21,0
152998,24.81,49.14,300.87,0
153098,24.73,49.53,310.85,0
153198,24.76,49.74,285.47,0
153298,24.68,49.28,288.83,0
153398,24.63,49.42,290.43,0
153498,24.82,49.23,274.35,0
153598,24.74,49.3,287.41,0
153698,24.65,49.77,267.52,0
153798,24.79,49.28,278.08,0
153898,25.06,48.92,266.28,0
153998,24.74,49.71,254.12,0
154098,24.99,49.8,268.57,0
154198,24.77,49.73,264.34,0
154298,25.02,49.18,270.5,0
154398,24.87,49.26,269.99,0
154498,25.07,49.29,267.17,0
154598,25.17,48.94,256.12,0
154698,24.93,49.83,259.57,0
154798,24.84,49.41,251.59,0
154898,24.96,49.65,249.07,0
154998,24.94,49.13,262.98,0
155098,24.86,49.52,241.57,0
155198,25.09,49.21,263.77,0
155298,24.92,49.53,248.27,0
155398,25.16,48.74,240.39,0
155498,25.13,49.14,254.14,0
155598,24.97,48.91,257.7,0
155698,24.93,48.87,261.68,0
155798,24.94,49.83,246.88,0
155898,25.27,49.55,267.09,0
155998,25.07,49.66,263.63,0
156098,25.16,49.19,274.36,0
156198,25.24,49.29,263.02,0
156298,25.23,48.98,268.87,0
156398,25.22,49.34,275.91,0
156498,25.0,48.83,290.47,0
156598,24.98,48.82,277.02,0
156698,25.13,49.43,296.81,0
156798,25.06,49.44,309.78,0
156898,25.05,48.93,313.6,0
156998,25.19,49.09,307.96,0
157098,25.13,49.6,299.55,0
157198,25.25,49.27,309.26,0
157298,25.31,49.51,313.87,0
157398,25.33,48.8,334.5,0
157498,25.13,49.61,332.06,0
157598,25.22,49.07,346.78,0
157698,25.07,48.82,347.75,0
157798,25.37,49.4,356.92,0
157898,25.14,49.0,366.32,0
157998,25.08,49.2,385.8,0
158098,25.3,48.96,386.84,0
158198,25.31,48.74,397.86,0
158298,25.29,49.52,387.54,0
158398,25.33,49.53,390.63,0
158498,25.35,49.17,414.32,0
158598,25.31,49.29,430.8,0
158698,25.01,48.91,431.1,0
158798,25.17,49.34,429.82,0
158898,25.11,49.32,436.5,0
158998,24.99,49.69,470.71,0
159098,25.17,49.38,465.79,0
159198,25.12,49.39,477.26,0
159298,24.99,49.29,488.51,0
159398,25.23,49.27,507.38,0
159498,25.08,48.91,497.4,0
159598,24.9,49.22,501.84,0
159698,24.94,49.38,516.33,0
159798,24.9,49.6,545.13,0
159898,25.03,49.5,532.27,0
159998,24.87,49.26,552.25,0
160098,24.98,49.23,561.47,0
160198,25.2,49.44,569.13,0
160298,24.96,48.86,566.73,0
160398,25.08,49.59,592.0,0
160498,25.15,48.94,592.28,0
160598,25.01,49.23,614.62,0
160698,25.09,49.69,606.65,0
160798,25.05,49.21,637.19,0
160898,24.98,48.88,626.2,0
160998,24.92,49.49,637.94,0
161098,33.03,49.02,646.8,1
161198,32.92,49.0,659.55,1
161298,32.75,49.21,674.41,1
161398,32.81,48.95,675.72,1
161498,32.89,49.69,675.57,1
161598,24.74,49.97,689.53,0
161698,24.63,49.85,693.12,0
161798,24.8,49.58,701.4,0
161898,24.8,49.74,705.81,0
161998,24.79,49.63,737.44,0
162098,24.62,49.61,740.54,0
162198,24.8,49.12,751.52,0
162298,24.67,49.88,740.66,0
162398,24.53,49.59,742.75,0
162498,24.44,50.03,771.6,0
162598,24.49,49.57,774.67,0
162698,24.53,49.93,766.77,0
162798,24.68,49.75,790.64,0
162898,24.4,49.41,773.06,0
162998,24.33,50.18,792.13,0
163098,24.55,49.54,812.15,0
163198,24.54,49.18,798.16,0
163298,24.57,49.3,810.0,0
163398,24.49,49.27,809.11,0
163498,24.48,49.85,823.71,0
163598,24.31,49.81,807.96,0
163698,24.3,50.11,833.42,0
163798,24.28,49.71,837.52,0
163898,24.28,50.09,834.1,0
163998,24.2,49.63,850.07,0
164098,24.15,50.26,841.43,0
164198,24.19,50.11,830.7,0
164298,24.02,50.23,831.27,0
164398,24.2,50.04,859.49,0
164498,24.21,50.24,856.54,0
164598,24.13,50.02,857.23,0
164698,24.12,49.62,854.88,0
164798,24.1,49.44,862.07,0
164898,24.22,49.69,839.76,0
